kitsu_id,slug,status,title_canonical,title_en,title_ja,title_norm_canonical,title_norm_en,title_norm_ja,synopsis_clean,rating_average_raw,rating_average_10,rating_rank,popularity_rank,categories_json,genres_json,tags_all_json
26002,fairy-tail-plus,finished,Fairy Tail+,Fairy Tail Plus,FAIRY TAIL+,fairy tail,fairy tail plus,fairy tail,"This artbook contains 3 side stories that were not included in the main volumes. 1. Mira-sensei no Henshin Mahou Lesson (ミラ先生の変身魔法レッスン, Mira-Sensei's Transforming Magic Class) - Natsu, Happy and Lucy ask Mirajane to teach them Transformation Magic, Lucy becomes the focal point of yet another troublesome day. 2. Yousei no Izumi e Youkoso! (妖精の泉へようこそ！, Welcome to Fairy Fountain) - The master wants to open the guild's pool to the public to make some cash and he asks Lucy to test out the attractions that the guild members prepared. 3. Nagagutsu wo Haita Happy (長ぐつをはいたハッピー, Happy in Boots) - A short story of a talking cat, Happy and his plans for the princess and his master, Natsu. His plans, however, failed after the princess was turned off by a barbaric Natsu. Also contains ""Fairy Megane"" (crossover one-shot between ""Fairy Tail"" and ""Yankee-kun to Megane-chan"").",83.05,8.3,64,26,"[""Comedy"", ""Ecchi"", ""Fantasy"", ""Fantasy World"", ""Magic"", ""Shounen"", ""Slice of Life""]","[""Comedy"", ""Fantasy"", ""Magic""]","[""Comedy"", ""Ecchi"", ""Fantasy"", ""Fantasy World"", ""Magic"", ""Shounen"", ""Slice of Life""]"
26004,boku-no-hero-academia,finished,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,boku no hero academia,my hero academia,pu nohi ro akademia,"What would the world be like if 80 percent of the population manifested superpowers called “Quirks” at age four? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? Middle school student Izuku Midoriya wants to be a hero more than anything, but he hasn’t got an ounce of power in him. With no chance of ever getting into the prestigious U.A. High School for budding heroes, his life is looking more and more like a dead end. Then an encounter with All Might, the greatest hero of them all, gives him a chance to change his destiny… Note: - Winner of the 1st Next Manga Award in the Print Category in 2015. - Nominated for the 8th Manga Taisho Award in 2015. - Nominated for the 40th Kodansha Manga Award in the Shounen Category in 2016. - Chapter count includes a bonus chapter included in volume 10 “Tsuyu-chan no Kerokero Nikki“.",84.67,8.47,8,1,"[""Action"", ""Comedy"", ""School Life"", ""Science Fiction"", ""Shounen"", ""Super Power"", ""Superhero""]","[""Action"", ""Comedy"", ""School"", ""Super Power""]","[""Action"", ""Comedy"", ""School"", ""School Life"", ""Science Fiction"", ""Shounen"", ""Super Power"", ""Superhero""]"
26168,fairy-tail-kokoro-ni-yadoru-color,finished,Fairy Tail,Fairy Tail,FAIRY TAIL,fairy tail,fairy tail,fairy tail,"Light novel side stories of the Fairy Tail series. Volume 1. Kokoro ni Yadoru Color (The Color Residing Within the Heart) Volume 2. Dai Matou Enbu Sonogo, Sorezore no 1-nichi (After the Grand Magic Games, Each Individual Day) Volume 3. Trouble Twins",82.45,8.25,158,63,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Magic"", ""Shounen""]","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Magic""]","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Magic"", ""Shounen""]"
26178,tokyo-ghoul-novel,finished,Tokyo Ghoul,Tokyo Ghoul,東京喰種トーキョーグール,tokyo ghoul,tokyo ghoul,dong jing can zhong to kiyo gu ru,"Explore the world of Tokyo Ghoul with these prose fiction spin-offs! Ghouls live among us, the same as normal people in every way --except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. Many conflicts and incidents arise involving the clientele of the café Anteiku, where Ghouls gather. Yoshimura, the café's owner, is harboring suspicions about a certain someone. What sort of darkness will that person bring between those who hunt and those who are hunted? This book chronicles six all-new stories from the Tokyo Ghoul universe. (Source: VIZ Books",83.38,8.34,46,23,"[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Supernatural""]","[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Supernatural""]","[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Supernatural""]"
26233,kakegurui,current,Kakegurui,Kakegurui: Compulsive Gambler,賭ケグルイ,kakegurui,kakegurui compulsive gambler,du kegurui,"Hyakkaou Private Academy. An institution for the privileged with a very peculiar curriculum. You see, when you're the sons and daughters of the wealthiest of the wealthy, it's not athletic prowess or book smarts that keep you ahead. It's reading your opponent, the art of the deal. What better way to hone those skills than with a rigorous curriculum of gambling? At Hyakkaou Private Academy, the winners live like kings, and the losers are put through the wringer. But when Yumeko Jabami enrolls, she's gonna teach these kids what a high roller really looks like!",78.46,7.85,1514,229,"[""Drama"", ""Mystery"", ""Psychological"", ""School Life""]","[""Drama"", ""Mystery"", ""Psychological"", ""School""]","[""Drama"", ""Mystery"", ""Psychological"", ""School"", ""School Life""]"
26401,tokyo-ghoul-re,finished,Tokyo Ghoul:re,Tokyo Ghoul:re,東京喰種-トーキョーグール-:re,tokyo ghoul re,tokyo ghoul re,dong jing can zhong to kiyo gu ru re,"The Commission of Counter Ghoul is the only organization fighting the Ghoul menace, and they will use every tool at their disposal to protect humanity from its ultimate predator. Their newest weapon in this hidden war is an experimental procedure that implants human investigators with a Ghoul's Kagune, giving them Ghoul powers and abilities. But both the procedure and the newly formed Qs Squad are untested. Will they become heroes… or monsters?",83.53,8.35,41,10,"[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Seinen"", ""Supernatural""]","[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Supernatural""]","[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Seinen"", ""Supernatural""]"
26623,dead-tube,current,Dead Tube,Dead Tube,DEAD Tube ～デッドチューブ～,dead tube,dead tube,dead tube detsudochiyu bu,Distributing thrilling videos in secret! A school game that puts life and death on the line!,66.23,6.62,11238,272,"[""Ecchi"", ""Horror"", ""School Life""]","[""Ecchi"", ""Horror"", ""School""]","[""Ecchi"", ""Horror"", ""School"", ""School Life""]"
26776,re-zero-kara-hajimeru-isekai-seikatsu,current,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re：ゼロから始める異世界生活,re zero kara hajimeru isekai seikatsu,re zero starting life in another world,re zerokarashi meruyi shi jie sheng huo,"Suddenly high school student Subaru Natsuki has been summoned to another world on the way back from the convenience store. With the biggest crisis of his life being summoned to another world and no sign of the one who summoned him, things become worse when he is attacked. But when he is saved by a mysterious silver-haired girl with a fairy cat, Subaru cooperates with the girl to return the favor. When they finally manage to get a clue, Subaru and the girl are attacked and killed by someone. Subaru then awakens in the place he was summoned and notices he gained the ability ""Returns by Death."" A helpless boy that only has the ability to rewind time by dying. And beyond the despair can he save the girl from the fate of death?",82.71,8.27,100,175,"[""Adventure"", ""Assassin"", ""Comedy"", ""Drama"", ""Elf"", ""Fantasy"", ""Isekai"", ""Magic"", ""Maid"", ""Psychological"", ""Romance"", ""Thriller"", ""Time Travel"", ""Violence""]","[""Action"", ""Adventure"", ""Comedy"", ""Drama"", ""Fantasy"", ""Romance""]","[""Action"", ""Adventure"", ""Assassin"", ""Comedy"", ""Drama"", ""Elf"", ""Fantasy"", ""Isekai"", ""Magic"", ""Maid"", ""Psychological"", ""Romance"", ""Thriller"", ""Time Travel"", ""Violence""]"
26852,overlord-novel,current,Overlord,Overlord,オーバーロード,overlord,overlord,o ba ro do,"The story begins with Yggdrasil, a popular online game which is quietly shut down one day. However, the protagonist Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) begining to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become.",82.43,8.24,168,141,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Fantasy World"", ""Harem"", ""Magic"", ""Romance"", ""Violence"", ""Virtual Reality""]","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Game"", ""Harem"", ""Magic"", ""Romance"", ""Supernatural""]","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Fantasy World"", ""Game"", ""Harem"", ""Magic"", ""Romance"", ""Supernatural"", ""Violence"", ""Virtual Reality""]"
27175,relife,finished,ReLIFE,ReLIFE,リライフ,relife,relife,riraihu,"The story follows Kaizaki Arata, a 27-year-old jobless man, who fails at every job interview he had after quitting his last company. His life changes after he met Yoake Ryou of the ReLife Research Institute, who offered him a drug that can change his appearance to 17-years-old and to become a subject in an experiment for one year. Thus, he begins his life as a high school student once more.",82.47,8.25,152,53,"[""Comedy"", ""Friendship"", ""High School"", ""Japan"", ""Romance"", ""School Life"", ""Seinen"", ""Slice of Life""]","[""Comedy"", ""Drama"", ""Friendship"", ""Romance"", ""School"", ""Slice of Life""]","[""Comedy"", ""Drama"", ""Friendship"", ""High School"", ""Japan"", ""Romance"", ""School"", ""School Life"", ""Seinen"", ""Slice of Life""]"
27324,given,finished,Given,Given,ギヴン,given,given,givun,"Ritsuka Uenoyama is bored with it all—with school, with his basketball club, and even with his one true passion: playing guitar. That is, until the day he finds his favorite hidden napping spot occupied by a strange boy cradling a broken-stringed guitar. At first, Uenoyama is nonplussed by Mafuyu Sato and his slightly odd behavior, but when, on a whim, he asks Mafuyu to sing, the power of that song pierces him to the core.",82.45,8.25,162,84,"[""Drama"", ""Romance"", ""Yaoi""]","[""Drama"", ""Romance"", ""Yaoi""]","[""Drama"", ""Romance"", ""Yaoi""]"
27527,black-clover,current,Black Clover,Black Clover,ブラッククローバー,black clover,black clover,buratsukukuro ba,"Asta is a young boy who dreams of becoming the greatest mage in the kingdom. Only one problem—he can’t use any magic! Luckily for Asta, he receives the incredibly rare five-leaf clover grimoire that gives him the power of anti-magic. Can someone who can’t use magic really become the Wizard King? One thing’s for sure—Asta will never give up!",77.64,7.76,1916,69,"[""Action"", ""Adventure"", ""Comedy"", ""Demon"", ""Elf"", ""Fantasy"", ""Magic"", ""Shounen""]","[""Action"", ""Comedy"", ""Fantasy"", ""Magic""]","[""Action"", ""Adventure"", ""Comedy"", ""Demon"", ""Elf"", ""Fantasy"", ""Magic"", ""Shounen""]"
30463,grand-blue,current,Grand Blue,Grand Blue Dreaming,ぐらんぶる,grand blue,grand blue dreaming,guranburu,"A new life begins for Kitahara Iori as he begins his college career near the ocean in Izu city, full of excitement for his new life. He will be moving into his Uncle's diving store ""Grand Blue."" There he finds the beautiful ocean, beautiful women, and men that love diving and alcohol. Will Iori be able to live his dream college life?",82.74,8.27,93,93,"[""Comedy"", ""Ecchi"", ""Romance"", ""Slice of Life"", ""University""]","[""Comedy"", ""Slice of Life""]","[""Comedy"", ""Ecchi"", ""Romance"", ""Slice of Life"", ""University""]"
32875,kobayashi-san-chi-no-maid-dragon,current,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,kobayashi san chi no maid dragon,miss kobayashi s dragon maid,xiao lin sanchinomeidoragon,"Miss Kobayashi is your average office worker who lives a boring life, alone in her small apartment–until she saves the life of a female dragon in distress. The dragon, named Tohru, has the ability to magically transform into an adorable human girl (albeit with horns and a long tail!), who will do anything to pay off her debt of gratitude, whether Miss Kobayashi likes it or not. With a very persistent and amorous dragon as a roommate, nothing comes easy, and Miss Kobayashi’s normal life is about to go off the deep end!",81.53,8.15,581,281,"[""Comedy"", ""Dragon"", ""Fantasy"", ""Slice of Life""]","[""Comedy"", ""Fantasy"", ""Slice of Life""]","[""Comedy"", ""Dragon"", ""Fantasy"", ""Slice of Life""]"
35483,tensei-shitara-slime-datta-ken,current,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,tensei shitara slime datta ken,that time i got reincarnated as a slime,zhuan sheng shitarasuraimudatsutajian,"After being killed by a passing robber, a normal 37-year-old guy finds himself reincarnated in another world as a blind slime with unique abilities. He takes up a new name and calls himself ""Rimuru Tempest,"" which he thought of after meeting his new friend, ""catastrophe-level"" Storm Dragon Verudora. There, he begins his new slime-like life in another world with his increasing number of minions by his side.",82.65,8.27,108,54,"[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Gender Bender"", ""Isekai"", ""Shounen"", ""Slice of Life""]","[""Fantasy""]","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Gender Bender"", ""Isekai"", ""Shounen"", ""Slice of Life""]"
35736,akatsuki-no-yona-novel,current,Akatsuki no Yona,Yona of the Dawn,暁のヨナ,akatsuki no yona,yona of the dawn,xiao noyona,"The novel is divided into three segments: Jae-Ha's Counseling Room – Part 1, Under the Same Moon – Parts 1-5, and Jae-Ha's Counseling Room – Part 2. When listening to a nostalgic voice in the crowd of people, Soo-Won looked back without thinking. However, it was not the girl of his memory...",82.35,8.23,216,222,"[""Adventure"", ""Fantasy"", ""Friendship"", ""Historical"", ""Romance""]","[""Adventure"", ""Fantasy"", ""Friendship"", ""Historical"", ""Romance""]","[""Adventure"", ""Fantasy"", ""Friendship"", ""Historical"", ""Romance""]"
35883,one-punch-man-one,current,One-Punch Man ONE,One-Punch Man ONE,ワンパンマン,one punch man one,one punch man one,wanpanman,"Follows the life of a hero who manages to win all battles with only one punch. This ability seems to frustrate him as he no longer feels the thrill and adrenaline of fighting a tough battle, which leads to him questioning his past desire of being strong.",82.36,8.24,207,203,"[""Action"", ""Comedy"", ""Parody"", ""Science Fiction"", ""Superhero"", ""Supernatural""]","[""Action"", ""Comedy"", ""Fantasy"", ""Science Fiction""]","[""Action"", ""Comedy"", ""Fantasy"", ""Parody"", ""Science Fiction"", ""Superhero"", ""Supernatural""]"
35886,their-story,current,Tamen De Gushi,Their Story,,tamen de gushi,their story,,The funny romantic story of how Qiu Tong and Sun Jing met and fell in love.,82.44,8.24,165,169,"[""Comedy"", ""Romance"", ""Shoujo Ai"", ""Slice of Life""]","[""Comedy"", ""Romance"", ""Shoujo Ai"", ""Slice of Life""]","[""Comedy"", ""Romance"", ""Shoujo Ai"", ""Slice of Life""]"
35896,kaguya-sama-wa-kokurasetai-tensai-tachi-no-renai-zunousen,finished,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,kaguya sama wa kokurasetai tensai tachi no renai zunousen,kaguya sama love is war,kaguyayang hagao rasetai tian cai tachinolian ai tou noy zhan,"As leaders of their prestigious academy’s student council, Kaguya and Miyuki are the elite of the elite! But it’s lonely at the top… Luckily for them, they’ve fallen in love! There’s just one problem—they both have too much pride to admit it. And so begins the daily scheming to get the object of their affection to confess their romantic feelings first… Love is a war you win by losing. Notes: - The first 10 chapters were published in Monthly Miracle Jump. It switched to Weekly Young Jump starting with Ch. 11, with the chapter count being reset. This entry still includes the first 10 chapters from Miracle Jump. - Winner of the 65th Shogakukan Manga Award for ""Best General Manga"" category in 2019.",83.25,8.32,54,38,"[""Comedy"", ""Psychological"", ""Romance"", ""School Life""]","[""Comedy"", ""Psychological"", ""Romance"", ""School""]","[""Comedy"", ""Psychological"", ""Romance"", ""School"", ""School Life""]"
35985,dragon-ball-super,current,Dragon Ball Super,Dragon Ball Super,ドラゴンボール超〈スーパー〉,dragon ball super,dragon ball super,doragonbo ruchao su pa,"Having defeated Boo, Goku is starting to get bored with his life on Earth. His wife, Chi-chi, wants him to get a job, but all he wants to do is train and fight stronger enemies. Elsewhere in the universe, the God of Destruction, Beerus, and his attendant Whis are traveling from planet to planet in search of food and entertainment. After blowing up some hapless victims, Beerus is reminded of a man from his dreams with the moniker “Super Saiyan God,” or something like that... The God of Destruction sets his sights on Earth to track down this mysterious man! Maybe this will give Goku something to do?",74.58,7.46,4166,271,"[""Action"", ""Comedy"", ""Martial Arts"", ""Shounen"", ""Super Power""]","[""Action"", ""Comedy"", ""Martial Arts"", ""Super Power""]","[""Action"", ""Comedy"", ""Martial Arts"", ""Shounen"", ""Super Power""]"
36095,wotaku-ni-koi-wa-muzukashii,finished,Wotaku ni Koi wa Muzukashii,Wotakoi: Love Is Hard for Otaku,ヲタクに恋は難しい,wotaku ni koi wa muzukashii,wotakoi love is hard for otaku,wotakunilian hanan shii,"Narumi Momose has had it rough: every boyfriend she’s had dumped her once they found out she was an otaku, so she’s gone to great lengths to hide it. When a chance meeting at her new job with childhood friend, fellow otaku, and now coworker Hirotaka Nifuji almost gets her secret outed at work, she comes up with a plan to make sure he never speaks up. But he comes up with a counter-proposal: why doesn’t she just date him instead? In love, there are no save points.",82.4,8.24,187,58,"[""Comedy"", ""Office Lady"", ""Romance"", ""Slice of Life"", ""Working Life""]","[""Comedy"", ""Romance"", ""Slice of Life""]","[""Comedy"", ""Office Lady"", ""Romance"", ""Slice of Life"", ""Working Life""]"
36446,19-tian,current,19 Days,19 Days,19日,19 days,19 days,19ri,The cute and funny bromance of a boy and his best friend.,82.52,8.25,140,91,"[""Comedy"", ""Drama"", ""School Life"", ""Slice of Life""]","[""Comedy"", ""Drama"", ""School"", ""Slice of Life""]","[""Comedy"", ""Drama"", ""School"", ""School Life"", ""Slice of Life""]"
36487,tate-no-yuusha-no-nariagari-novel,current,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,盾の勇者の成り上がり,tate no yuusha no nariagari,the rising of the shield hero,dun noyong zhe nocheng rishang gari,"Naofumi Iwatani, an uncharismatic otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!",81.49,8.15,596,208,"[""Action"", ""Adventure"", ""Fantasy"", ""Isekai""]","[""Action"", ""Adventure"", ""Fantasy""]","[""Action"", ""Adventure"", ""Fantasy"", ""Isekai""]"
36702,naruto-shinden-series,finished,Naruto Shinden Series,Naruto: Itachi's Story,NARUTO -ナルト- 真伝シリーズ,naruto shinden series,naruto itachi s story,naruto naruto zhen chuan shiri zu,The story will focus on the brothers who have eyes that see through to the truth and who live on the threshold of hope and despair. Itachi's past and Sasuke's future will be made clear.,84.39,8.44,15,33,"[""Action"", ""Adventure"", ""Martial Arts"", ""Super Power""]","[""Action"", ""Adventure"", ""Martial Arts"", ""Super Power""]","[""Action"", ""Adventure"", ""Martial Arts"", ""Super Power""]"
36770,vanitas-no-carte,current,Vanitas no Carte,The Case Study of Vanitas,ヴァニタスの手記〈カルテ〉,vanitas no carte,the case study of vanitas,vuanitasunoshou ji karute,"Rumors revolving around The Book of Vanitas, a clockwork grimoire of dubious reputation, draw Noé, a young vampire in search of a friend's salvation, to Paris. What awaits him in the City of Flowers, however, is not long hours treading the pavement or rifling through dusty bookshops in search of the tome. Instead, his quarry comes to him...in the arms of a man claiming to be a vampire doctor! Thrust into a conflict that threatens the peace between humans and vampires, will Noé cast in his lot with the curious and slightly unbalanced Vanitas and his quest to save vampirekind?",81.99,8.2,469,320,"[""Adventure"", ""Bishounen"", ""Drama"", ""Fantasy"", ""France"", ""Historical"", ""Mystery"", ""Shounen"", ""Steampunk"", ""Supernatural"", ""Vampire""]","[""Fantasy"", ""Historical"", ""Supernatural"", ""Vampire""]","[""Adventure"", ""Bishounen"", ""Drama"", ""Fantasy"", ""France"", ""Historical"", ""Mystery"", ""Shounen"", ""Steampunk"", ""Supernatural"", ""Vampire""]"
37141,something-about-us,finished,Something About Us,Something About Us,우리사이느은,something about us,something about us,urisaineueun,"They consider themselves the best of friends. Others seem to think otherwise. There's something about their relationship that's hard to describe. What will become of these two ""friends""? Note: Chapter count includes the prologue, epilogue and side story chapters.",82.33,8.23,236,35,"[""Comedy"", ""Romance"", ""School Life"", ""Slice of Life""]","[""Comedy"", ""Romance"", ""School"", ""Slice of Life""]","[""Comedy"", ""Romance"", ""School"", ""School Life"", ""Slice of Life""]"
37173,kumo-desu-ga-nani-ka,current,"Kumo desu ga, Nani ka?","So I'm a Spider, So What?",蜘蛛ですが、なにか？,kumo desu ga nani ka,so i m a spider so what,zhi zhu desuga nanika,"When a mysterious explosion killed an entire class full of high school students, the souls of everyone in class was transported into a fantasy world and reincarnated. While some students were reincarnated as princes or prodigies, others were not as blessed. Our heroine, who was the lowest in the class, discovered that she was reincarnated as a spider!? Now at the bottom of the food chain, she needs to adapts to the current situation with willpower in order to live! Stuck in a dangerous labyrinth filled with monsters, it's eat or be eaten! This is the story of a spider doing whatever she can in order to survive!",78.9,7.89,1331,209,"[""Adventure"", ""Comedy"", ""Fantasy"", ""Fantasy World"", ""Isekai""]","[""Adventure"", ""Comedy"", ""Fantasy""]","[""Adventure"", ""Comedy"", ""Fantasy"", ""Fantasy World"", ""Isekai""]"
37280,kimetsu-no-yaiba,finished,Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,鬼滅の刃,kimetsu no yaiba,demon slayer kimetsu no yaiba,gui mie noren,"Since ancient times, rumors have abounded of man-eating demons lurking in the woods. Because of this, the local townsfolk never venture outside at night. Legend has it that a demon slayer also roams the night, hunting down these bloodthirsty demons. For young Tanjirou, these rumors will soon to become his harsh reality... Ever since the death of his father, Tanjirou has taken it upon himself to support his family. Although their lives may be hardened by tragedy, they've found happiness. But that ephemeral warmth is shattered one day when Tanjirou finds his family slaughtered and the lone survivor, his sister Nezuko, turned into a demon. To his surprise, however, Nezuko still shows signs of human emotion and thought... Thus begins Tanjirou's quest to fight demons and turn his sister human again. Volume 7 contains a bonus chapter about Kanao Tsuyuri. Volume 10 contains a bonus chapter about Inosuke Hashibira.",84.6,8.46,12,7,"[""Action"", ""Adventure"", ""Demon"", ""Fantasy"", ""Historical"", ""Japan"", ""Shounen""]","[""Action"", ""Demons"", ""Historical"", ""Supernatural""]","[""Action"", ""Adventure"", ""Demon"", ""Demons"", ""Fantasy"", ""Historical"", ""Japan"", ""Shounen"", ""Supernatural""]"
37605,yaoshenji,current,Yaoshenji,Tales of Demons and Gods,,yaoshenji,tales of demons and gods,,"In his past life, although too weak to protect his home when it counted, out of grave determination Nie Li became the strongest Demon Spiritist and stood at the pinnacle of the martial world. However, he lost his life during the battle with the Sage Emperor and six deity-ranked beasts. His soul was then brought back to when he was still 13 years old. Although he's the weakest in his class with the lowest talent, having only a red soul realm and a weak one at that, with the aid of the vast knowledge which he accumulated from his previous life, he decided to train faster than anyone could expect. He also decided to help those who died nobly in his previous life to train faster as well. He aims to protect the city from the coming future of being devastated by demon beasts and the previous fate of ending up destroyed. He aims to protect his lover, friends, family and fellow citizens who died in the beast assault or its aftermath. And he aims to destroy the so-called Sacred family who arrogantly abandoned their duty and betrayed the city in his past life.",81.96,8.2,477,192,"[""Action"", ""Adventure"", ""Fantasy"", ""Martial Arts"", ""Romance""]","[""Action"", ""Adventure"", ""Fantasy"", ""Martial Arts"", ""Romance""]","[""Action"", ""Adventure"", ""Fantasy"", ""Martial Arts"", ""Romance""]"
37696,bastard-manhwa,finished,Bastard,Bastard,,bastard,bastard,,There is a serial killer in my house!,82.54,8.25,135,60,"[""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Romance"", ""School Life"", ""Thriller""]","[""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Romance"", ""School"", ""Thriller""]","[""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Romance"", ""School"", ""School Life"", ""Thriller""]"
37711,arifureta-shokugyou-de-sekai-saikyou-manga,current,Arifureta Shokugyou de Sekai Saikyou,Arifureta: From Commonplace to World's Strongest,ありふれた職業で世界最強,arifureta shokugyou de sekai saikyou,arifureta from commonplace to world s strongest,arihuretazhi ye deshi jie zui qiang,"When a classroom of students is transported to another world to act as its saviors, Hajime Nagumo finds himself the weakest link. As his friends and classmates are granted strong classes and impressive abilities due to their existing skills, he is given the weak title of Synergist. When a dungeon quest leaves him separated from his group, Hajime must discover his own talents or be left to rot in this world forever.",72.76,7.28,6031,265,"[""Action"", ""Adventure"", ""Fantasy"", ""Harem"", ""Isekai""]","[""Action"", ""Adventure"", ""Fantasy"", ""Harem""]","[""Action"", ""Adventure"", ""Fantasy"", ""Harem"", ""Isekai""]"
37781,goblin-slayer,current,Goblin Slayer,Goblin Slayer!,ゴブリンスレイヤー,goblin slayer,goblin slayer,goburinsureiya,"A young priestess has formed her first adventuring party, but almost immediately they find themselves in distress. It's the Goblin Slayer who comes to their rescue—a man who's dedicated his life to the extermination of all goblins, by any means necessary. And when rumors of his feats begin to circulate, there's no telling who might come calling next...",78.33,7.83,1569,182,"[""Action"", ""Dark Fantasy"", ""Fantasy"", ""Fantasy World"", ""High Fantasy"", ""Violence""]","[""Action"", ""Fantasy""]","[""Action"", ""Dark Fantasy"", ""Fantasy"", ""Fantasy World"", ""High Fantasy"", ""Violence""]"
37855,komi-san-wa-community-shou-desu-manga,finished,"Komi-san wa, Comyushou desu.",Komi Can't Communicate,古見さんは、コミュ症です。,komi san wa comyushou desu,komi can t communicate,gu jian sanha komiyuzheng desu,"It's Shouko Komi's first day at the prestigious Itan Private High School, and she has already risen to the status of the school's Madonna. With long black hair and a tall, graceful appearance, she captures the attention of anyone who comes across her. There's just one problem though—despite her popularity, Shouko is terrible at communicating with others. Hitohito Tadano is your average high school boy. With his life motto of ""read the situation and make sure to stay away from trouble,"" he quickly finds that sitting next to Shouko has made him the enemy of everyone in his class! One day, knocked out by accident, Hitohito later wakes up to the sound of Shouko's ""meow."" He lies that he heard nothing, causing Shouko to run away. But before she can escape, Hitohito surmises that Shouko is not able to talk to others easily—in fact, she has never been able to make a single friend. Hitohito resolves to help Shouko with her goal of making one hundred friends so that she can overcome her communication disorder.",81.3,8.13,639,56,"[""Comedy"", ""School Life"", ""Shounen""]","[""Comedy"", ""School""]","[""Comedy"", ""School"", ""School Life"", ""Shounen""]"
38047,yakusoku-no-neverland,finished,Yakusoku no Neverland,The Promised Neverland,約束のネバーランド,yakusoku no neverland,the promised neverland,yue shu noneba rando,"Emma and her friends have a pretty good life at the orphanage they grew up in. Though the rules may be strict, the caretaker is kind. But why are the children forbidden from ever leaving...?",83.53,8.35,42,20,"[""Horror"", ""Mystery"", ""Psychological"", ""Science Fiction"", ""Shounen""]","[""Horror"", ""Mystery"", ""Science Fiction""]","[""Horror"", ""Mystery"", ""Psychological"", ""Science Fiction"", ""Shounen""]"
38138,boku-no-hero-academia-yuuei-hakusho,finished,Boku no Hero Academia: Yuuei Hakusho,My Hero Academia: School Briefs,僕のヒーローアカデミア 雄英白書,boku no hero academia yuuei hakusho,my hero academia school briefs,pu nohi ro akademia xiong ying bai shu,Prose short stories featuring the everyday school lives of My Hero Academia’s fan-favorite characters. (Manga Updates),84.37,8.44,16,46,"[""Action"", ""Comedy"", ""School Life"", ""Super Power""]","[""Action"", ""Comedy"", ""School"", ""Super Power""]","[""Action"", ""Comedy"", ""School"", ""School Life"", ""Super Power""]"
38359,unordinary,current,unOrdinary,unOrdinary,,unordinary,unordinary,,"Nobody paid much attention to John – just a normal teenager at a high school where the social elite happens to possess unthinkable powers and abilities. But John’s got a secret past that threatens to bring down the school’s whole social order – and much more. Fulfilling his destiny won’t be easy though, because there are battles, frenemies, and deadly conspiracies around every corner.",81.46,8.15,600,149,"[""Super Power""]","[""Super Power""]","[""Super Power""]"
